ds_name,method,noise_type,noise_level,random_state,accuracy_final,accuracy_max,auroc,fpr,fpr_50,fpr_10
cardiotocography,naive,uniform,0.05,42,0.9416745061147695,0.9416745061147695,0.9825827513890991,0.4010989010989011,0.28378378378378377,0.28378378378378377
cardiotocography,positive,uniform,0.05,42,0.9416745061147695,0.9416745061147695,0.9944349555704495,0.38764044943820225,0.0,0.0
cardiotocography,entropy,uniform,0.05,42,0.9416745061147695,0.9416745061147695,0.6419648455235336,0.9379271070615034,0.9136904761904762,0.8064516129032258
cardiotocography,cross_val,uniform,0.05,42,0.9416745061147695,0.9416745061147695,0.9932458435128532,0.3806818181818182,0.03333333333333333,0.0
cardiotocography,normalized_margins,uniform,0.05,42,0.9416745061147695,0.9416745061147695,0.9928782997859598,0.3735632183908046,0.01694915254237288,0.0
cardiotocography,cleanlab,uniform,0.05,42,0.9416745061147695,0.9416745061147695,0.936466823773593,0.9459078080903104,0.01694915254237288,0.0
credit_card_fraud,aum,uniform,0.05,42,0.9994979055992304,0.999501416748886,0.9997208401700894,0.0041942604856512146,0.0027999440011199778,0.0041928721174004195
credit_card_fraud,naive,uniform,0.05,42,0.9994979055992304,0.999501416748886,0.9994842763314079,0.006217254628012574,0.006217254628012574,0.006217254628012574
credit_card_fraud,positive,uniform,0.05,42,0.9994979055992304,0.999501416748886,0.9997208401700894,0.0041942604856512146,0.0027999440011199778,0.0041928721174004195
credit_card_fraud,entropy,uniform,0.05,42,0.9994979055992304,0.999501416748886,0.664701844149455,0.9433888861000954,0.9147528034754718,0.7959914101646385
credit_card_fraud,cross_val,uniform,0.05,42,0.9994979055992304,0.999501416748886,0.999663716541464,0.005511463844797178,0.005584252408208851,0.011789181692094313
credit_card_fraud,normalized_margins,uniform,0.05,42,0.9994979055992304,0.999501416748886,0.999663716800907,0.005511463844797178,0.005584252408208851,0.011789181692094313
credit_card_fraud,cleanlab,uniform,0.05,42,0.9994979055992304,0.999501416748886,0.9475767596496014,0.9499801620044451,0.005584252408208851,0.011789181692094313
human_activity_recognition,aum,uniform,0.05,42,0.9913583843091562,0.9913583843091562,0.9994833479835848,0.05714285714285714,0.0,0.0
human_activity_recognition,naive,uniform,0.05,42,0.9913583843091562,0.9913583843091562,0.9970330786846102,0.11190053285968028,0.0,0.0
human_activity_recognition,positive,uniform,0.05,42,0.9913583843091562,0.9913583843091562,0.9996021072806712,0.0275049115913556,0.0,0.0
human_activity_recognition,entropy,uniform,0.05,42,0.9913583843091562,0.9913583843091562,0.9974059436181895,0.1791044776119403,0.04044117647058824,0.0
human_activity_recognition,cross_val,uniform,0.05,42,0.9913583843091562,0.9913583843091562,0.9999652555444888,0.0,0.0,0.0
human_activity_recognition,normalized_margins,uniform,0.05,42,0.9913583843091562,0.9913583843091562,0.9998588629180082,0.013944223107569721,0.0,0.0
